cod_dpto;dpto;cod_mpio;mpio;pob;NBI;def_hab_cuanti
73;TOLIMA;73152;CASABIANCA;6373;14.90;43.49
73;TOLIMA;73168;CHAPARRAL;50367;21.12;11.36
73;TOLIMA;73200;COELLO;8248;15.73;6.31
73;TOLIMA;73217;COYAIMA;22813;37.57;4.80
73;TOLIMA;73226;CUNDAY;8745;19.03;11.99
73;TOLIMA;73236;DOLORES;8359;17.96;5.51
73;TOLIMA;73268;ESPINAL;70494;8.89;3.81
73;TOLIMA;73270;FALAN;7693;18.78;30.90
73;TOLIMA;73275;FLANDES;28389;7.04;4.57
73;TOLIMA;73283;FRESNO;31069;11.78;23.38
73;TOLIMA;73319;GUAMO;32940;14.34;4.52
73;TOLIMA;73347;HERVEO;7363;15.67;28.20
73;TOLIMA;73349;HONDA;24693;10.30;5.52
73;TOLIMA;73352;ICONONZO;11887;13.43;12.70
73;TOLIMA;73408;LÉRIDA;18574;13.72;7.74
73;TOLIMA;73411;LÍBANO;36773;11.45;17.58
73;TOLIMA;73443;MARIQUITA;37770;12.04;8.61
73;TOLIMA;73449;MELGAR;36536;9.50;4.20
73;TOLIMA;73461;MURILLO;4113;14.49;36.36
73;TOLIMA;73483;NATAGAIMA;14835;20.66;5.10
73;TOLIMA;73504;ORTEGA;34607;28.35;14.55
73;TOLIMA;73520;PALOCABILDO;9730;17.29;35.61
73;TOLIMA;73547;PIEDRAS;6711;12.34;7.96
73;TOLIMA;73555;PLANADAS;25764;30.46;34.01
73;TOLIMA;73563;PRADO;8498;17.71;7.73
73;TOLIMA;73585;PURIFICACIÓN;23536;15.12;6.73
73;TOLIMA;73616;RIOBLANCO;22771;34.08;21.44
73;TOLIMA;73622;RONCESVALLES;5459;16.71;57.69
73;TOLIMA;73624;ROVIRA;21674;20.84;10.66
73;TOLIMA;73671;SALDAÑA;14435;19.95;5.37
73;TOLIMA;73675;SAN ANTONIO;12896;26.26;18.82
73;TOLIMA;73678;SAN LUIS;13553;16.09;2.97
73;TOLIMA;73686;SANTA ISABEL;5769;12.32;47.66
73;TOLIMA;73770;SUÁREZ;3813;18.86;10.85
73;TOLIMA;73854;VALLE DE SAN JUAN;5345;16.46;3.23
73;TOLIMA;73861;VENADILLO;12817;17.98;11.85
73;TOLIMA;73870;VILLAHERMOSA;9283;13.91;42.61
73;TOLIMA;73873;VILLARRICA;5128;17.84;18.15
76;VALLE DEL CAUCA;76001;CALI;2227642;4.11;1.88
76;VALLE DEL CAUCA;76020;ALCALÁ;14062;11.63;11.33
76;VALLE DEL CAUCA;76036;ANDALUCÍA;22436;5.85;3.21
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;17448;12.76;3.55
76;VALLE DEL CAUCA;76054;ARGELIA;5397;15.75;4.04
76;VALLE DEL CAUCA;76100;BOLÍVAR;16021;15.71;6.72
76;VALLE DEL CAUCA;76109;BUENAVENTURA;308188;16.65;27.18
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;127545;4.19;4.37
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;24318;10.44;7.45
76;VALLE DEL CAUCA;76122;CAICEDONIA;28825;8.46;5.15
76;VALLE DEL CAUCA;76126;CALIMA;18054;8.74;14.48
76;VALLE DEL CAUCA;76130;CANDELARIA;91825;6.44;4.73
76;VALLE DEL CAUCA;76147;CARTAGO;135729;5.40;2.27
76;VALLE DEL CAUCA;76233;DAGUA;48443;10.98;13.58
76;VALLE DEL CAUCA;76243;EL ÁGUILA;8909;13.93;13.19
76;VALLE DEL CAUCA;76246;EL CAIRO;6845;12.30;11.92
76;VALLE DEL CAUCA;76248;EL CERRITO;56470;6.82;2.88
76;VALLE DEL CAUCA;76250;EL DOVIO;8886;16.70;6.97
76;VALLE DEL CAUCA;76275;FLORIDA;57374;8.61;5.36
76;VALLE DEL CAUCA;76306;GINEBRA;22741;5.98;13.07
76;VALLE DEL CAUCA;76318;GUACARÍ;33191;7.18;5.44
76;VALLE DEL CAUCA;76364;JAMUNDÍ;159877;6.56;4.32
76;VALLE DEL CAUCA;76377;LA CUMBRE;16316;9.24;12.00
76;VALLE DEL CAUCA;76400;LA UNIÓN;33953;9.00;3.73
76;VALLE DEL CAUCA;76403;LA VICTORIA;12174;8.37;2.68
76;VALLE DEL CAUCA;76497;OBANDO;12312;12.34;6.26
76;VALLE DEL CAUCA;76520;PALMIRA;349294;4.57;1.90
76;VALLE DEL CAUCA;76563;PRADERA;47615;10.38;6.92
76;VALLE DEL CAUCA;76606;RESTREPO;15307;9.24;5.82
76;VALLE DEL CAUCA;76616;RIOFRÍO;15554;9.19;8.45
76;VALLE DEL CAUCA;76622;ROLDANILLO;36797;5.81;1.93
76;VALLE DEL CAUCA;76670;SAN PEDRO;16942;7.51;4.34
76;VALLE DEL CAUCA;76736;SEVILLA;42133;10.19;7.66
76;VALLE DEL CAUCA;76823;TORO;14612;10.86;3.62
76;VALLE DEL CAUCA;76828;TRUJILLO;19226;14.95;9.24
76;VALLE DEL CAUCA;76834;TULUÁ;212685;5.55;3.54
76;VALLE DEL CAUCA;76845;ULLOA;5465;7.94;9.77
76;VALLE DEL CAUCA;76863;VERSALLES;7263;10.46;8.76
76;VALLE DEL CAUCA;76869;VIJES;12734;7.13;4.33
76;VALLE DEL CAUCA;76890;YOTOCO;16019;8.79;7.34
76;VALLE DEL CAUCA;76892;YUMBO;107334;7.68;6.21
76;VALLE DEL CAUCA;76895;ZARZAL;41925;6.09;2.30
81;ARAUCA;81001;ARAUCA;85585;31.56;23.49
81;ARAUCA;81065;ARAUQUITA;49841;41.56;54.32
81;ARAUCA;81220;CRAVO NORTE;3925;29.83;10.34
81;ARAUCA;81300;FORTUL;18938;34.45;45.16
81;ARAUCA;81591;PUERTO RONDÓN;4399;23.09;12.72
81;ARAUCA;81736;SARAVENA;55554;27.95;34.09
81;ARAUCA;81794;TAME;43932;30.12;29.32
85;CASANARE;85001;YOPAL;168433;11.53;6.63
85;CASANARE;85010;AGUAZUL;36915;14.04;8.69
85;CASANARE;85015;CHAMEZA;2500;17.42;21.39
85;CASANARE;85125;HATO COROZAL;12328;33.04;17.49
85;CASANARE;85136;LA SALINA;1417;24.19;13.07
85;CASANARE;85139;MANÍ;17211;15.74;9.30
85;CASANARE;85162;MONTERREY;17537;8.30;8.28
85;CASANARE;85225;NUNCHÍA;8826;34.04;17.22
85;CASANARE;85230;OROCUÉ;12340;29.92;12.32
85;CASANARE;85250;PAZ DE ARIPORO;36277;22.47;11.42
85;CASANARE;85263;PORE;11967;27.07;12.95
85;CASANARE;85279;RECETOR;1634;28.13;35.57
85;CASANARE;85300;SABANALARGA;3625;11.78;7.51
85;CASANARE;85315;SÁCAMA;2090;30.57;28.93
85;CASANARE;85325;SAN LUIS DE PALENQUE;8466;18.30;7.68
85;CASANARE;85400;TÁMARA;6873;37.56;19.63
85;CASANARE;85410;TAURAMENA;23527;14.61;10.10
85;CASANARE;85430;TRINIDAD;13233;21.57;9.83
85;CASANARE;85440;VILLANUEVA;35305;12.67;10.90
86;PUTUMAYO;86001;MOCOA;56398;10.67;19.86
86;PUTUMAYO;86219;COLÓN;5407;9.96;14.16
86;PUTUMAYO;86320;ORITO;37745;22.74;62.46
86;PUTUMAYO;86568;PUERTO ASÍS;64867;19.34;40.63
86;PUTUMAYO;86569;PUERTO CAICEDO;16095;19.66;50.11
86;PUTUMAYO;86571;PUERTO GUZMÁN;35390;36.17;76.80
86;PUTUMAYO;86573;LEGUÍZAMO;28468;34.11;65.32
86;PUTUMAYO;86749;SIBUNDOY;14940;8.15;18.75
86;PUTUMAYO;86755;SAN FRANCISCO;5645;7.59;23.27
86;PUTUMAYO;86757;SAN MIGUEL;18780;23.02;59.77
86;PUTUMAYO;86760;SANTIAGO;7290;23.67;24.12
86;PUTUMAYO;86865;VALLE DEL GUAMUEZ;33457;16.85;50.76
86;PUTUMAYO;86885;VILLAGARZÓN;23700;14.65;37.70
88;ARCHIPIÉLAGO DE SAN ANDRÉS;88001;SAN ANDRÉS;55291;15.55;10.75
88;ARCHIPIÉLAGO DE SAN ANDRÉS;88564;PROVIDENCIA;5989;8.54;38.55
91;AMAZONAS;91001;LETICIA;48144;27.36;45.39
91;AMAZONAS;91263;EL ENCANTO (ANM);2100;37.51;82.35
91;AMAZONAS;91405;LA CHORRERA (ANM);2967;35.82;87.24
91;AMAZONAS;91407;LA PEDRERA (ANM);3820;78.83;91.04
91;AMAZONAS;91430;LA VICTORIA (ANM);644;90.96;89.66
91;AMAZONAS;91460;MIRITI - PARANÁ (ANM);1850;85.76;96.88
91;AMAZONAS;91530;PUERTO ALEGRÍA (ANM);748;42.88;97.01
91;AMAZONAS;91536;PUERTO ARICA (ANM);1013;34.60;98.59
91;AMAZONAS;91540;PUERTO NARIÑO;9744;41.74;89.16
91;AMAZONAS;91669;PUERTO SANTANDER (ANM);1758;49.49;98.23
91;AMAZONAS;91798;TARAPACÁ (ANM);3801;50.79;98.52
94;GUAINÍA;94001;INÍRIDA;31514;50.80;43.64
94;GUAINÍA;94343;BARRANCO MINAS (ANM);8088;76.26;84.38
94;GUAINÍA;94663;MAPIRIPANA (ANM);1022;64.84;94.03
94;GUAINÍA;94883;SAN FELIPE (ANM);1667;88.39;76.74
94;GUAINÍA;94884;PUERTO COLOMBIA (ANM);1874;95.96;71.74
94;GUAINÍA;94885;LA GUADALUPE (ANM);279;93.63;80.49
94;GUAINÍA;94886;CACAHUAL (ANM);863;71.66;35.11
94;GUAINÍA;94887;PANA PANA (ANM);1899;93.60;42.55
94;GUAINÍA;94888;MORICHAL (ANM);908;92.37;76.36
95;GUAVIARE;95001;SAN JOSÉ DEL GUAVIARE;52815;23.78;29.90
95;GUAVIARE;95015;CALAMAR;9528;40.18;83.85
95;GUAVIARE;95025;EL RETORNO;13653;31.88;68.53
95;GUAVIARE;95200;MIRAFLORES;6771;40.07;92.13
97;VAUPÉS;97001;MITÚ;29850;66.74;78.36
97;VAUPÉS;97161;CARURU;2915;44.35;89.72
97;VAUPÉS;97511;PACOA (ANM);4042;93.65;92.61
97;VAUPÉS;97666;TARAIRA;2215;78.94;93.05
97;VAUPÉS;97777;PAPUNAUA (ANM);727;87.04;99.00
97;VAUPÉS;97889;YAVARATÉ (ANM);1048;76.66;84.27
99;VICHADA;99001;PUERTO CARREÑO;20936;41.98;21.73
99;VICHADA;99524;LA PRIMAVERA;10122;46.58;30.39
99;VICHADA;99624;SANTA ROSALÍA;4059;36.96;22.43
99;VICHADA;99773;CUMARIBO;72691;87.49;74.91
